time,gFx,gFy,gFz,TgF
06:33:51:9,0.0735,0.7498,-0.3694,0.84
06:33:51:9,0.0735,0.7518,-0.3674,0.84
06:33:52:0,0.0735,0.7538,-0.3674,0.84
06:33:52:0,0.0755,0.7538,-0.3694,0.84
06:33:52:0,0.0735,0.7518,-0.3694,0.84
06:33:52:0,0.0735,0.7518,-0.3714,0.84
06:33:52:0,0.0735,0.7538,-0.3714,0.84
06:33:52:0,0.0755,0.7538,-0.3694,0.84
06:33:52:0,0.0755,0.7538,-0.3694,0.84
06:33:52:0,0.0735,0.7538,-0.3694,0.84
06:33:52:0,0.0735,0.7538,-0.3694,0.84
06:33:52:0,0.0715,0.7558,-0.3674,0.84
06:33:52:0,0.0695,0.7558,-0.3654,0.84
06:33:52:0,0.0655,0.7538,-0.3654,0.84
06:33:52:0,0.0655,0.7538,-0.3654,0.84
06:33:52:0,0.0615,0.7538,-0.3674,0.84
06:33:52:0,0.0595,0.7518,-0.3674,0.84
06:33:52:0,0.0575,0.7498,-0.3674,0.84
06:33:52:0,0.0575,0.7478,-0.3674,0.84
06:33:52:0,0.0575,0.7458,-0.3694,0.83
06:33:52:0,0.0595,0.7418,-0.3694,0.83
06:33:52:1,0.0595,0.7398,-0.3694,0.83
06:33:52:1,0.0595,0.7418,-0.3694,0.83
06:33:52:1,0.0615,0.7458,-0.3674,0.83
06:33:52:1,0.0615,0.7558,-0.3674,0.84
06:33:52:1,0.0635,0.7878,-0.3674,0.87
06:33:52:1,0.0675,0.9259,-0.3654,1.00
06:33:52:1,0.0655,0.9479,-0.3674,1.02
06:33:52:1,0.0635,0.9621,-0.3674,1.03
06:33:52:1,0.0655,0.9681,-0.3654,1.04
06:33:52:1,0.0655,0.9701,-0.3654,1.04
06:33:52:1,0.0655,0.9701,-0.3674,1.04
06:33:52:1,0.0655,0.9641,-0.3694,1.03
06:33:52:1,0.0635,0.9479,-0.3694,1.02
06:33:52:1,0.0595,0.9018,-0.3714,0.98
06:33:52:1,0.0595,0.7738,-0.3694,0.86
06:33:52:1,0.0595,0.7538,-0.3714,0.84
06:33:52:1,0.0575,0.7398,-0.3714,0.83
06:33:52:1,0.0575,0.7258,-0.3714,0.82
06:33:52:1,0.0535,0.7138,-0.3714,0.81
06:33:52:1,0.0495,0.7038,-0.3694,0.80
06:33:52:1,0.0475,0.6958,-0.3694,0.79
06:33:52:2,0.0435,0.6918,-0.3694,0.79
06:33:52:2,0.0415,0.6898,-0.3694,0.78
06:33:52:2,0.0415,0.6918,-0.3714,0.79
06:33:52:2,0.0395,0.6978,-0.3734,0.79
06:33:52:2,0.0375,0.7058,-0.3754,0.80
06:33:52:2,0.0375,0.7158,-0.3774,0.81
06:33:52:2,0.0375,0.7278,-0.3794,0.82
06:33:52:2,0.0375,0.7418,-0.3814,0.83
06:33:52:2,0.0395,0.7558,-0.3834,0.85
06:33:52:2,0.0375,0.7798,-0.3854,0.87
06:33:52:2,0.0355,0.7798,-0.3874,0.87
06:33:52:2,0.0315,0.7758,-0.3854,0.87
06:33:52:2,0.0295,0.7698,-0.3834,0.86
06:33:52:2,0.0235,0.7598,-0.3834,0.85
06:33:52:2,0.0195,0.7558,-0.3834,0.85
06:33:52:2,0.0155,0.7558,-0.3814,0.85
06:33:52:2,0.0115,0.7638,-0.3774,0.85
06:33:52:2,0.0095,0.7958,-0.3734,0.88
06:33:52:2,0.0115,0.8358,-0.3654,0.91
06:33:52:2,0.0135,0.9701,-0.3614,1.04
06:33:52:3,0.0155,0.9881,-0.3594,1.05
06:33:52:3,0.0175,1.0021,-0.3594,1.06
06:33:52:3,0.0175,1.0101,-0.3574,1.07
06:33:52:3,0.0175,1.0141,-0.3574,1.08
06:33:52:3,0.0155,1.0101,-0.3594,1.07
06:33:52:3,0.0095,0.9961,-0.3614,1.06
06:33:52:3,0.0035,0.9741,-0.3674,1.04
06:33:52:3,-0.0025,0.9539,-0.3694,1.02
06:33:52:3,-0.0105,0.9199,-0.3674,0.99
06:33:52:3,-0.0185,0.7998,-0.3654,0.88
06:33:52:3,-0.0265,0.7838,-0.3594,0.86
06:33:52:3,-0.0305,0.7658,-0.3534,0.84
06:33:52:3,-0.0345,0.7498,-0.3454,0.83
06:33:52:3,-0.0365,0.7358,-0.3354,0.81
06:33:52:3,-0.0365,0.7298,-0.3274,0.80
06:33:52:3,-0.0325,0.7218,-0.3234,0.79
06:33:52:3,-0.0285,0.7158,-0.3194,0.78
06:33:52:3,-0.0285,0.7078,-0.3194,0.78
06:33:52:3,-0.0285,0.6998,-0.3254,0.77
06:33:52:3,-0.0285,0.6998,-0.3334,0.78
06:33:52:4,-0.0285,0.7038,-0.3394,0.78
06:33:52:4,-0.0285,0.7098,-0.3494,0.79
06:33:52:4,-0.0285,0.7098,-0.3614,0.80
06:33:52:4,-0.0305,0.7118,-0.3714,0.80
06:33:52:4,-0.0325,0.7198,-0.3754,0.81
06:33:52:4,-0.0365,0.7358,-0.3774,0.83
06:33:52:4,-0.0385,0.7498,-0.3754,0.84
06:33:52:4,-0.0405,0.7758,-0.3714,0.86
06:33:52:4,-0.0425,0.8918,-0.3694,0.97
06:33:52:4,-0.0465,0.8818,-0.3674,0.96
06:33:52:4,-0.0505,0.8738,-0.3634,0.95
06:33:52:4,-0.0545,0.8638,-0.3614,0.94
06:33:52:4,-0.0545,0.8458,-0.3594,0.92
06:33:52:4,-0.0565,0.8258,-0.3614,0.90
06:33:52:4,-0.0545,0.7958,-0.3634,0.88
06:33:52:4,-0.0525,0.6598,-0.3674,0.76
06:33:52:4,-0.0485,0.6357,-0.3694,0.74
06:33:52:5,-0.0445,0.6137,-0.3714,0.72
06:33:52:5,-0.0425,0.5917,-0.3734,0.70
06:33:52:5,-0.0405,0.5717,-0.3754,0.69
06:33:52:5,-0.0405,0.5597,-0.3774,0.68
06:33:52:5,-0.0385,0.5517,-0.3814,0.67
06:33:52:5,-0.0385,0.5497,-0.3834,0.67
06:33:52:5,-0.0385,0.5537,-0.3834,0.67
06:33:52:5,-0.0365,0.5597,-0.3874,0.68
06:33:52:5,-0.0325,0.5617,-0.3914,0.69
06:33:52:5,-0.0305,0.5657,-0.3934,0.69
06:33:52:5,-0.0225,0.5717,-0.3954,0.70
06:33:52:5,-0.0145,0.5737,-0.3954,0.70
06:33:52:5,-0.0065,0.5757,-0.3974,0.70
06:33:52:5,-0.0005,0.5757,-0.4014,0.70
06:33:52:5,0.0035,0.5757,-0.4014,0.70
06:33:52:5,0.0075,0.5757,-0.4034,0.70
06:33:52:5,0.0095,0.5757,-0.4014,0.70
06:33:52:5,0.0095,0.5757,-0.4014,0.70
06:33:52:5,0.0055,0.5757,-0.4014,0.70
06:33:52:5,0.0015,0.5737,-0.4054,0.70
06:33:52:5,-0.0005,0.5717,-0.4054,0.70
06:33:52:5,-0.0025,0.5697,-0.4034,0.70
06:33:52:6,-0.0105,0.5657,-0.4014,0.69
06:33:52:6,-0.0185,0.5657,-0.3994,0.69
06:33:52:6,-0.0305,0.5657,-0.3934,0.69
06:33:52:6,-0.0465,0.5657,-0.3594,0.67
06:33:52:6,-0.0505,0.5597,-0.3514,0.66
06:33:52:6,-0.0625,0.5577,-0.3374,0.65
06:33:52:6,-0.0765,0.5617,-0.3374,0.66
06:33:52:6,-0.0825,0.5717,-0.3454,0.67
06:33:52:6,-0.0845,0.5917,-0.3634,0.70
06:33:52:6,-0.0805,0.6217,-0.3814,0.73
06:33:52:6,-0.0705,0.6558,-0.3974,0.77
06:33:52:6,-0.0565,0.8458,-0.4134,0.94
06:33:52:6,-0.0365,0.8838,-0.4554,0.99
06:33:52:6,-0.0185,0.9179,-0.5675,1.08
06:33:52:6,-0.0025,0.9439,-0.5595,1.10
06:33:52:6,0.0035,0.9681,-0.5455,1.11
06:33:52:6,0.0075,0.9781,-0.5255,1.11
06:33:52:6,0.0055,0.9761,-0.5074,1.10
06:33:52:6,-0.0005,0.9681,-0.4934,1.09
06:33:52:7,-0.0065,0.9559,-0.4834,1.07
06:33:52:7,-0.0105,0.9379,-0.4734,1.05
06:33:52:7,-0.0105,0.9099,-0.4654,1.02
06:33:52:7,-0.0085,0.8778,-0.4554,0.99
06:33:52:7,-0.0085,0.7558,-0.4494,0.88
06:33:52:7,-0.0045,0.7418,-0.4474,0.87
06:33:52:7,0.0035,0.7318,-0.4434,0.86
06:33:52:7,0.0115,0.7278,-0.4414,0.85
06:33:52:7,0.0175,0.7298,-0.4394,0.85
06:33:52:7,0.0195,0.7358,-0.4414,0.86
06:33:52:7,0.0215,0.7418,-0.4434,0.86
06:33:52:7,0.0215,0.7478,-0.4454,0.87
06:33:52:7,0.0195,0.7558,-0.4474,0.88
06:33:52:7,0.0175,0.7618,-0.4474,0.88
06:33:52:7,0.0155,0.7678,-0.4474,0.89
06:33:52:7,0.0115,0.7698,-0.4474,0.89
06:33:52:7,0.0075,0.7698,-0.4474,0.89
06:33:52:7,0.0075,0.7658,-0.4454,0.89
06:33:52:7,0.0055,0.7638,-0.4454,0.88
06:33:52:7,0.0015,0.7618,-0.4434,0.88
06:33:52:8,0.0015,0.7558,-0.4434,0.88
06:33:52:8,0.0015,0.7498,-0.4434,0.87
06:33:52:8,0.0015,0.7458,-0.4434,0.87
06:33:52:8,-0.0005,0.7398,-0.4434,0.86
06:33:52:8,-0.0005,0.7358,-0.4434,0.86
06:33:52:8,-0.0025,0.7318,-0.4474,0.86
06:33:52:8,-0.0025,0.7238,-0.4514,0.85
06:33:52:8,-0.0025,0.7178,-0.4554,0.85
06:33:52:8,-0.0025,0.7118,-0.4594,0.85
06:33:52:8,-0.0025,0.7058,-0.4654,0.85
06:33:52:8,-0.0065,0.7038,-0.4714,0.85
06:33:52:8,-0.0065,0.6998,-0.4774,0.85
06:33:52:8,-0.0065,0.6978,-0.4854,0.85
06:33:52:8,-0.0065,0.6958,-0.4914,0.85
06:33:52:8,-0.0065,0.6958,-0.4974,0.86
06:33:52:8,-0.0065,0.6958,-0.5014,0.86
06:33:52:8,-0.0045,0.6938,-0.5054,0.86
06:33:52:8,-0.0025,0.6938,-0.5094,0.86
06:33:52:8,0.0015,0.6898,-0.5134,0.86
06:33:52:8,0.0075,0.6858,-0.5174,0.86
06:33:52:8,0.0135,0.6818,-0.5215,0.86
06:33:52:9,0.0175,0.6778,-0.5235,0.86
06:33:52:9,0.0215,0.6738,-0.5275,0.86
06:33:52:9,0.0255,0.6698,-0.5315,0.86
06:33:52:9,0.0275,0.6638,-0.5315,0.85
06:33:52:9,0.0295,0.6618,-0.5335,0.85
06:33:52:9,0.0295,0.6598,-0.5355,0.85
06:33:52:9,0.0275,0.6598,-0.5375,0.85
06:33:52:9,0.0275,0.6578,-0.5395,0.85
06:33:52:9,0.0275,0.6578,-0.5435,0.85
06:33:52:9,0.0255,0.6558,-0.5455,0.85
06:33:52:9,0.0275,0.6558,-0.5475,0.85
06:33:52:9,0.0275,0.6558,-0.5475,0.85
06:33:52:9,0.0275,0.6538,-0.5515,0.86
06:33:52:9,0.0275,0.6518,-0.5515,0.85
06:33:52:9,0.0275,0.6477,-0.5555,0.85
06:33:52:9,0.0275,0.6457,-0.5575,0.85
06:33:52:9,0.0255,0.6397,-0.5595,0.85
06:33:52:9,0.0255,0.6377,-0.5655,0.85
06:33:52:9,0.0195,0.6337,-0.5695,0.85
06:33:52:9,0.0155,0.6297,-0.5775,0.85
06:33:53:0,0.0075,0.6277,-0.5815,0.86
06:33:53:0,-0.0005,0.6277,-0.5835,0.86
06:33:53:0,-0.0065,0.6257,-0.5835,0.86
06:33:53:0,-0.0185,0.6257,-0.5835,0.86
06:33:53:0,-0.0305,0.6277,-0.5835,0.86
06:33:53:0,-0.0405,0.6297,-0.5815,0.86
06:33:53:0,-0.0485,0.6317,-0.5795,0.86
06:33:53:0,-0.0565,0.6317,-0.5735,0.86
06:33:53:0,-0.0625,0.6357,-0.5675,0.85
06:33:53:0,-0.0645,0.6377,-0.5615,0.85
06:33:53:0,-0.0705,0.6417,-0.5535,0.85
06:33:53:0,-0.0705,0.6457,-0.5475,0.85
06:33:53:0,-0.0665,0.6497,-0.5395,0.85
06:33:53:0,-0.0645,0.6538,-0.5335,0.85
06:33:53:0,-0.0605,0.6558,-0.5295,0.84
06:33:53:0,-0.0565,0.6598,-0.5235,0.84
06:33:53:0,-0.0545,0.6658,-0.5215,0.85
06:33:53:0,-0.0565,0.6698,-0.5174,0.85
06:33:53:0,-0.0585,0.6738,-0.5154,0.85
06:33:53:0,-0.0605,0.6798,-0.5114,0.85
06:33:53:1,-0.0625,0.6838,-0.5094,0.85
06:33:53:1,-0.0705,0.6878,-0.5074,0.86
06:33:53:1,-0.0765,0.6958,-0.5034,0.86
06:33:53:1,-0.0845,0.6998,-0.4994,0.86
06:33:53:1,-0.0925,0.7018,-0.4934,0.86
06:33:53:1,-0.0945,0.7038,-0.4914,0.86
06:33:53:1,-0.0965,0.7058,-0.4854,0.86
06:33:53:1,-0.0985,0.7058,-0.4814,0.86
06:33:53:1,-0.1045,0.7078,-0.4774,0.86
06:33:53:1,-0.1045,0.7078,-0.4734,0.86
06:33:53:1,-0.1065,0.7078,-0.4714,0.86
06:33:53:1,-0.1065,0.7078,-0.4674,0.85
06:33:53:1,-0.1085,0.7078,-0.4654,0.85
06:33:53:1,-0.1125,0.7078,-0.4594,0.85
06:33:53:1,-0.1185,0.7078,-0.4574,0.85
06:33:53:1,-0.1225,0.7078,-0.4534,0.85
06:33:53:1,-0.1245,0.7118,-0.4534,0.85
06:33:53:1,-0.1285,0.7138,-0.4514,0.85
06:33:53:1,-0.1306,0.7158,-0.4494,0.86
06:33:53:1,-0.1346,0.7138,-0.4494,0.85
06:33:53:2,-0.1386,0.7138,-0.4454,0.85
06:33:53:2,-0.1406,0.7138,-0.4454,0.85
06:33:53:2,-0.1406,0.7138,-0.4434,0.85
06:33:53:2,-0.1546,0.7138,-0.4394,0.85
06:33:53:2,-0.1486,0.7178,-0.4394,0.85
06:33:53:2,-0.1506,0.7198,-0.4354,0.85
06:33:53:2,-0.1526,0.7178,-0.4314,0.85
06:33:53:2,-0.1546,0.7198,-0.4274,0.85
06:33:53:2,-0.1566,0.7198,-0.4234,0.85
06:33:53:2,-0.1586,0.7238,-0.4194,0.85
06:33:53:2,-0.1606,0.7238,-0.4174,0.85
06:33:53:2,-0.1626,0.7238,-0.4174,0.85
06:33:53:2,-0.1646,0.7238,-0.4154,0.85
06:33:53:2,-0.1686,0.7218,-0.4134,0.85
06:33:53:2,-0.1686,0.7218,-0.4114,0.85
06:33:53:2,-0.1726,0.7218,-0.4114,0.85
06:33:53:2,-0.1746,0.7198,-0.4094,0.85
06:33:53:2,-0.1746,0.7198,-0.4094,0.85
06:33:53:2,-0.1766,0.7178,-0.4074,0.84
06:33:53:3,-0.1786,0.7178,-0.4074,0.84
06:33:53:3,-0.1806,0.7158,-0.4094,0.84
06:33:53:3,-0.1786,0.7138,-0.4094,0.84
06:33:53:3,-0.1806,0.7118,-0.4114,0.84
06:33:53:3,-0.1826,0.7098,-0.4094,0.84
06:33:53:3,-0.1826,0.7078,-0.4094,0.84
06:33:53:3,-0.1826,0.7058,-0.4094,0.84
06:33:53:3,-0.1826,0.7018,-0.4094,0.83
06:33:53:3,-0.1846,0.6998,-0.4094,0.83
06:33:53:3,-0.1846,0.6978,-0.4094,0.83
06:33:53:3,-0.1886,0.6978,-0.4054,0.83
06:33:53:3,-0.1906,0.6978,-0.4034,0.83
06:33:53:3,-0.1926,0.6978,-0.4014,0.83
06:33:53:3,-0.1946,0.6998,-0.3994,0.83
06:33:53:3,-0.1966,0.7018,-0.3974,0.83
06:33:53:3,-0.2006,0.7038,-0.3994,0.83
06:33:53:3,-0.2026,0.7078,-0.3994,0.84
06:33:53:3,-0.2046,0.7098,-0.3974,0.84
06:33:53:3,-0.2086,0.7138,-0.3994,0.84
06:33:53:3,-0.2146,0.7158,-0.3974,0.85
06:33:53:4,-0.2166,0.7178,-0.3974,0.85
06:33:53:4,-0.2206,0.7178,-0.3994,0.85
06:33:53:4,-0.2226,0.7218,-0.3974,0.85
06:33:53:4,-0.2226,0.7238,-0.3954,0.85
06:33:53:4,-0.2206,0.7238,-0.3954,0.85
06:33:53:4,-0.2206,0.7258,-0.3954,0.86
06:33:53:4,-0.2206,0.7238,-0.3934,0.85
06:33:53:4,-0.2186,0.7218,-0.3934,0.85
06:33:53:4,-0.2186,0.7218,-0.3934,0.85
06:33:53:4,-0.2186,0.7198,-0.3954,0.85
06:33:53:4,-0.2186,0.7178,-0.3934,0.85
06:33:53:4,-0.2186,0.7178,-0.3934,0.85
06:33:53:4,-0.2206,0.7158,-0.3914,0.85
06:33:53:4,-0.2206,0.7138,-0.3894,0.84
06:33:53:4,-0.2206,0.7138,-0.3874,0.84
06:33:53:4,-0.2206,0.7138,-0.3854,0.84
06:33:53:4,-0.2206,0.7158,-0.3834,0.84
06:33:53:4,-0.2206,0.7178,-0.3814,0.84
06:33:53:4,-0.2226,0.7178,-0.3794,0.84
06:33:53:4,-0.2226,0.7198,-0.3794,0.84
06:33:53:5,-0.2226,0.7198,-0.3794,0.84
06:33:53:5,-0.2226,0.7198,-0.3814,0.84
06:33:53:5,-0.2226,0.7198,-0.3814,0.84
06:33:53:5,-0.2226,0.7198,-0.3814,0.84
06:33:53:5,-0.2226,0.7178,-0.3814,0.84
06:33:53:5,-0.2226,0.7178,-0.3814,0.84
06:33:53:5,-0.2226,0.7178,-0.3834,0.84
06:33:53:5,-0.2226,0.7178,-0.3814,0.84
06:33:53:5,-0.2226,0.7158,-0.3814,0.84
06:33:53:5,-0.2226,0.7158,-0.3814,0.84
06:33:53:5,-0.2226,0.7178,-0.3814,0.84
06:33:53:5,-0.2226,0.7178,-0.3814,0.84
06:33:53:5,-0.2206,0.7178,-0.3814,0.84
06:33:53:5,-0.2206,0.7158,-0.3814,0.84
06:33:53:5,-0.2186,0.7178,-0.3814,0.84
06:33:53:5,-0.2186,0.7178,-0.3814,0.84
06:33:53:5,-0.2166,0.7178,-0.3834,0.84
06:33:53:5,-0.2166,0.7178,-0.3834,0.84
06:33:53:5,-0.2146,0.7178,-0.3834,0.84
06:33:53:5,-0.2106,0.7178,-0.3834,0.84
06:33:53:6,-0.2086,0.7178,-0.3834,0.84
06:33:53:6,-0.2046,0.7178,-0.3834,0.84
06:33:53:6,-0.2006,0.7178,-0.3834,0.84
06:33:53:6,-0.1966,0.7178,-0.3854,0.84
06:33:53:6,-0.1946,0.7198,-0.3834,0.84
06:33:53:6,-0.1926,0.7178,-0.3854,0.84
06:33:53:6,-0.1886,0.7158,-0.3854,0.83
06:33:53:6,-0.1846,0.7158,-0.3854,0.83
06:33:53:6,-0.1806,0.7158,-0.3874,0.83
06:33:53:6,-0.1786,0.7138,-0.3874,0.83
06:33:53:6,-0.1746,0.7118,-0.3854,0.83
06:33:53:6,-0.1726,0.7118,-0.3874,0.83
06:33:53:6,-0.1686,0.7098,-0.3854,0.83
06:33:53:6,-0.1646,0.7078,-0.3854,0.82
06:33:53:6,-0.1606,0.7078,-0.3854,0.82
06:33:53:6,-0.1606,0.7058,-0.3854,0.82
06:33:53:6,-0.1586,0.7058,-0.3854,0.82
06:33:53:6,-0.1606,0.7078,-0.3854,0.82
06:33:53:6,-0.1606,0.7078,-0.3854,0.82
06:33:53:6,-0.1606,0.7078,-0.3854,0.82
06:33:53:7,-0.1606,0.7078,-0.3854,0.82
06:33:53:7,-0.1626,0.7098,-0.3854,0.82
06:33:53:7,-0.1646,0.7098,-0.3834,0.82
06:33:53:7,-0.1646,0.7098,-0.3834,0.82
06:33:53:7,-0.1646,0.7098,-0.3834,0.82
06:33:53:7,-0.1646,0.7118,-0.3834,0.83
06:33:53:7,-0.1646,0.7138,-0.3814,0.83
06:33:53:7,-0.1666,0.7138,-0.3814,0.83
06:33:53:7,-0.1666,0.7138,-0.3814,0.83
06:33:53:7,-0.1706,0.7138,-0.3834,0.83
06:33:53:7,-0.1686,0.7138,-0.3834,0.83
06:33:53:7,-0.1706,0.7138,-0.3834,0.83
06:33:53:7,-0.1706,0.7138,-0.3834,0.83
06:33:53:7,-0.1746,0.7138,-0.3814,0.83
06:33:53:7,-0.1766,0.7138,-0.3834,0.83
06:33:53:7,-0.1786,0.7138,-0.3834,0.83
06:33:53:8,-0.1806,0.7138,-0.3814,0.83
06:33:53:8,-0.1826,0.7138,-0.3814,0.83
06:33:53:8,-0.1826,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3814,0.83
06:33:53:8,-0.1846,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3814,0.83
06:33:53:8,-0.1866,0.7138,-0.3814,0.83
06:33:53:8,-0.1886,0.7138,-0.3814,0.83
06:33:53:8,-0.1886,0.7138,-0.3794,0.83
06:33:53:8,-0.1886,0.7138,-0.3814,0.83
06:33:53:8,-0.1886,0.7138,-0.3814,0.83
06:33:53:8,-0.1886,0.7118,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3814,0.83
06:33:53:8,-0.1866,0.7138,-0.3814,0.83
06:33:53:8,-0.1846,0.7138,-0.3834,0.83
06:33:53:8,-0.1866,0.7138,-0.3834,0.83
06:33:53:9,-0.1866,0.7138,-0.3834,0.83
06:33:53:9,-0.1866,0.7138,-0.3814,0.83
06:33:53:9,-0.1866,0.7158,-0.3814,0.83
06:33:53:9,-0.1846,0.7158,-0.3814,0.83
06:33:53:9,-0.1866,0.7158,-0.3814,0.83
06:33:53:9,-0.1846,0.7138,-0.3814,0.83
06:33:53:9,-0.1826,0.7158,-0.3794,0.83
06:33:53:9,-0.1826,0.7158,-0.3794,0.83
06:33:53:9,-0.1806,0.7158,-0.3794,0.83
06:33:53:9,-0.1806,0.7138,-0.3794,0.83
06:33:53:9,-0.1806,0.7138,-0.3814,0.83
06:33:53:9,-0.1806,0.7158,-0.3814,0.83
06:33:53:9,-0.1786,0.7138,-0.3814,0.83
06:33:53:9,-0.1786,0.7138,-0.3814,0.83
06:33:53:9,-0.1806,0.7138,-0.3834,0.83
06:33:53:9,-0.1806,0.7138,-0.3814,0.83
06:33:53:9,-0.1806,0.7138,-0.3814,0.83
06:33:53:9,-0.1806,0.7138,-0.3814,0.83
06:33:53:9,-0.1806,0.7138,-0.3814,0.83
06:33:53:9,-0.1806,0.7138,-0.3814,0.83
06:33:54:0,-0.1806,0.7158,-0.3814,0.83
06:33:54:0,-0.1826,0.7138,-0.3814,0.83
06:33:54:0,-0.1806,0.7138,-0.3814,0.83
06:33:54:0,-0.1806,0.7138,-0.3834,0.83
06:33:54:0,-0.1806,0.7138,-0.3814,0.83
06:33:54:0,-0.1806,0.7138,-0.3834,0.83
06:33:54:0,-0.1806,0.7138,-0.3834,0.83
06:33:54:0,-0.1826,0.7138,-0.3814,0.83
06:33:54:0,-0.1826,0.7158,-0.3814,0.83
06:33:54:0,-0.1826,0.7158,-0.3814,0.83
06:33:54:0,-0.1826,0.7158,-0.3814,0.83
06:33:54:0,-0.1826,0.7158,-0.3814,0.83
06:33:54:0,-0.1826,0.7158,-0.3814,0.83
06:33:54:0,-0.1826,0.7158,-0.3834,0.83
06:33:54:0,-0.1826,0.7158,-0.3834,0.83
06:33:54:0,-0.1826,0.7138,-0.3834,0.83
06:33:54:0,-0.1846,0.7118,-0.3814,0.83
06:33:54:0,-0.1846,0.7118,-0.3814,0.83
06:33:54:0,-0.1846,0.7118,-0.3814,0.83
06:33:54:0,-0.1846,0.7138,-0.3814,0.83
06:33:54:1,-0.1846,0.7118,-0.3814,0.83
06:33:54:1,-0.1846,0.7118,-0.3834,0.83
06:33:54:1,-0.1846,0.7118,-0.3834,0.83
06:33:54:1,-0.1846,0.7118,-0.3834,0.83
06:33:54:1,-0.1846,0.7118,-0.3854,0.83
06:33:54:1,-0.1846,0.7118,-0.3854,0.83
06:33:54:1,-0.1826,0.7118,-0.3854,0.83
06:33:54:1,-0.1826,0.7118,-0.3834,0.83
06:33:54:1,-0.1826,0.7118,-0.3834,0.83
06:33:54:1,-0.1846,0.7138,-0.3834,0.83
06:33:54:1,-0.1826,0.7138,-0.3834,0.83
06:33:54:1,-0.1826,0.7138,-0.3834,0.83
06:33:54:1,-0.1826,0.7118,-0.3834,0.83
06:33:54:1,-0.1826,0.7138,-0.3834,0.83
06:33:54:1,-0.1826,0.7138,-0.3814,0.83
06:33:54:1,-0.1846,0.7118,-0.3814,0.83
06:33:54:1,-0.1846,0.7138,-0.3814,0.83
06:33:54:1,-0.1846,0.7138,-0.3814,0.83
06:33:54:1,-0.1846,0.7138,-0.3814,0.83
06:33:54:1,-0.1886,0.7138,-0.3814,0.83
06:33:54:2,-0.1866,0.7158,-0.3814,0.83
06:33:54:2,-0.1886,0.7138,-0.3814,0.83
06:33:54:2,-0.1886,0.7138,-0.3814,0.83
06:33:54:2,-0.1886,0.7138,-0.3814,0.83
06:33:54:2,-0.1866,0.7118,-0.3814,0.83
06:33:54:2,-0.1866,0.7118,-0.3834,0.83
06:33:54:2,-0.1866,0.7118,-0.3834,0.83
06:33:54:2,-0.1846,0.7098,-0.3834,0.83
06:33:54:2,-0.1846,0.7118,-0.3834,0.83
06:33:54:2,-0.1846,0.7118,-0.3814,0.83
06:33:54:2,-0.1846,0.7118,-0.3814,0.83
06:33:54:2,-0.1846,0.7138,-0.3834,0.83
06:33:54:2,-0.1846,0.7138,-0.3834,0.83
06:33:54:2,-0.1846,0.7138,-0.3834,0.83
06:33:54:2,-0.1846,0.7138,-0.3834,0.83
06:33:54:2,-0.1846,0.7138,-0.3834,0.83
06:33:54:2,-0.1846,0.7138,-0.3854,0.83
06:33:54:2,-0.1826,0.7138,-0.3854,0.83
06:33:54:2,-0.1826,0.7138,-0.3854,0.83
06:33:54:2,-0.1826,0.7138,-0.3854,0.83
06:33:54:3,-0.1826,0.7138,-0.3854,0.83
06:33:54:3,-0.1806,0.7138,-0.3854,0.83
06:33:54:3,-0.1806,0.7138,-0.3854,0.83
06:33:54:3,-0.1786,0.7158,-0.3834,0.83
06:33:54:3,-0.1786,0.7158,-0.3834,0.83
06:33:54:3,-0.1806,0.7158,-0.3834,0.83
06:33:54:3,-0.1806,0.7158,-0.3854,0.83
06:33:54:3,-0.1806,0.7158,-0.3854,0.83
06:33:54:3,-0.1806,0.7158,-0.3834,0.83
06:33:54:3,-0.1826,0.7158,-0.3834,0.83
06:33:54:3,-0.1826,0.7158,-0.3834,0.83
06:33:54:3,-0.1826,0.7138,-0.3834,0.83
06:33:54:3,-0.1826,0.7138,-0.3854,0.83
06:33:54:3,-0.1806,0.7118,-0.3854,0.83
06:33:54:3,-0.1806,0.7118,-0.3834,0.83
06:33:54:3,-0.1806,0.7118,-0.3834,0.83
06:33:54:3,-0.1806,0.7118,-0.3834,0.83
06:33:54:3,-0.1806,0.7098,-0.3834,0.83
06:33:54:3,-0.1826,0.7118,-0.3834,0.83
06:33:54:3,-0.1806,0.7118,-0.3834,0.83
06:33:54:4,-0.1806,0.7118,-0.3834,0.83
06:33:54:4,-0.1806,0.7118,-0.3834,0.83
06:33:54:4,-0.1806,0.7138,-0.3834,0.83
06:33:54:4,-0.1806,0.7138,-0.3834,0.83
06:33:54:4,-0.1806,0.7138,-0.3834,0.83
06:33:54:4,-0.1806,0.7138,-0.3834,0.83
06:33:54:4,-0.1806,0.7138,-0.3854,0.83
